index,target
26461447,8322
26464220,3323
26467473,5223
26468989,2411
26471705,4222
26476036,5412
26480630,9621
26480759,7212
26483824,8322
26483941,4222
26484949,9621
26490413,9622
26490523,4323
26491255,2211
26492212,2433
26493035,4224
26496645,8322
26499791,8321
26500507,8322
26618031,3341
26624468,5131
26629487,8342
26711094,1213
26715601,7131
26760335,8322
26852211,6121
26879318,4222
26915525,7412
27004627,3343
27086721,2240
27194584,5223
27207501,7512
27238338,3323
27273737,3312
27293528,3343
27322282,3221
27338657,8321
27519690,4222
27599217,2211
27616721,4323
27696979,9333
27744164,1221
27908006,5120
27950280,2240
28051750,9321
28079529,2433
28120654,6121
28131000,5120
28164499,7222
28287003,8322
28322781,1321
28362883,2433
28408997,4323
28502380,8342
28544924,1219
28580642,1420
28656067,3123
28682557,9334
28713996,7512
28779402,9333
29045035,8322
29251830,1219
29265059,2240
29317983,4323
29335958,7223
29403222,8322
29412417,6121
29512587,5223
29621132,1349
29699806,9621
29961376,4222
30100994,8321
30135163,8321
30201387,4222
30218409,7131
30261090,4222
30390778,6210
30390792,3341
30392227,8343
30431567,4222
30465532,4222
30487826,4120
30563720,1213
30579647,3123
30662862,3343
30703754,2433
30799467,1221
30814187,1120
30942225,8321
30986815,3331
31051267,3341
31217900,1219
31380948,7222
31498462,9333
31527689,2240
31535525,6210
31541725,5223
31580800,7119
31694564,2149
31704994,1120
31770416,3221
31784691,8322
31816391,4222
31819576,2432
31853530,3341
31911621,4224
31959550,2433
32024518,5223
32059012,1213
32113803,3323
32120496,5412
32203688,9334
32349751,7212
32360603,9613
32388059,2433
32439807,5223
32483361,3221
32520109,1221
32523661,5223
32541762,2411
32586967,1420
32667362,1213
32689253,2433
32702148,1321
32867449,1213
32997721,7512
33093431,5223
33150926,9333
33163344,6121
33196745,2269
33272169,8321
33478778,3341
33528687,3343
33570375,1420
33613963,8342
33617484,3341
33645300,2211
33807408,8342
33820728,1221
33826816,5223
33867329,1213
33927250,8322
34128588,8331
34251576,9622
34254143,1221
34323910,7222
34370227,8321
34486750,8322
34643293,4222
34671595,9334
34715183,8332
34763137,9321
34769205,2149
34778015,2433
34835882,3331
34840445,8321
34882750,9334
34911911,7223
34974023,7212
34981729,9621
35098778,1349
35135357,8322
35137344,8322
35261375,8322
35327508,9321
35339772,7212
35372753,1420
35386003,2433
35390365,7512
35400105,9622
35424128,1349
35478365,8322
35485553,8322
35660835,8321
35708881,8332
35727328,5223
35811468,9333
35958895,8322
36095512,3331
36153239,8322
36158895,7533
36233510,8342
36319882,4323
36340937,4323
36385424,5230
36486765,8322
36595416,2433
36791074,1420
36811340,7412
36811507,1349
36917993,9613
36945454,6121
36951505,3221
37096728,6210
37105952,1349
37106130,1321
37135261,6210
37155233,4120
37188868,7222
37284181,8343
37424272,9613
37463294,6121
37470970,9622
37682034,6222
37848184,6210
37857161,5153
37880769,9613
37891024,2211
37975651,7233
37996995,6121
38065882,6121
38069629,6210
38087078,9622
38186102,4120
38197902,7126
38201794,8322
38318937,9613
38350874,1349
38452222,8321
38461995,9622
38486009,1219
38519962,6121
38595176,7512
38721378,9613
38762250,7512
38798050,8321
38821257,1349
38821768,6121
38861684,6121
38861847,1349
39016989,6121
39057971,7512
39100180,6210
39117510,6121
39148464,6121
39169231,1342
39193439,9333
39211891,7131
39225050,1420
39269434,1120
39299018,6210
39381600,6121
39397360,8322
39526670,6121
39532314,6121
39532591,8343
39556568,6121
39588571,6121
39667691,6121
39691396,9613
39774797,3343
42516034,7212
45404924,1213
46173172,8322
47016836,1221
47929938,4412
49476030,2433
50082321,5120
50336950,9334
50337796,3343
50596792,5223
50600889,5223
50619999,4132
50753364,3343
50832617,7412
51858443,4412
52255114,9412
53313677,5131
53838678,6121
54089509,2149
54094551,6121
54118501,6121
54176059,7412
54180928,6112
54208584,5120
54211115,8322
54219973,7131
54272182,1323
54330279,3341
54353755,3323
54429194,3123
54779353,4222
55012176,5223
55035047,5223
63613853,1349
65542146,9613
65581311,2411
66033381,9333
66112678,2240
66123713,6210
66133226,1349
66143803,2211
78467905,5131
78474483,9333
78676578,2433
78799457,4120
78803142,5412
78820452,3343
88082706,8343
91380890,4222
91516682,1120
91675524,8321
91812887,8341
92162921,2423
92280387,3341
92334523,9412
92373253,9621
92418144,5223
92424966,1349
92677370,3341
92732961,2433
92865305,8321
92953180,4222
92961057,5132
93012958,1120
93097616,9412
93159505,7412
93224271,4222
93363651,3252
101521495,3111
101591406,3341
101743208,3221
101808997,1349
101812383,7212
101903011,6121
101922721,4222
101956485,7222
102077885,4412
102174148,6121
102220307,3123
102301066,8342
102343484,8343
104961372,1120
106033656,3123
110206004,8342
110219818,3323
110266508,1120
110276159,9333
110359189,4120
110575229,4120
110655004,9333
110687750,7222
110792257,1213
110813793,2522
110946103,7131
110972064,9334
110986051,9621
111131689,4222
111408994,1120
111518635,2433
111675912,2522
111715610,4120
111789274,1213
112010453,9333
112132676,4222
112189543,8322
112392896,1221
112538404,1120
112609512,3221
113119434,3343
113295902,5120
113599013,5223
113630976,7212
113677638,5223
113854565,7412
113870859,2432
114201478,2411
114358798,5223
114510767,5223
114638382,2432
114692933,8332
114747492,9622
114748574,1213
114833580,5132
114928513,1213
114951630,9613
122669343,1120
123241668,8322
123312772,3221
124251925,6121
125667257,8341
125766533,9412
125766862,5223
125834802,5223
125855324,8321
125927274,3341
125927978,6121
126044998,8182
126112337,8341
126118603,2411
126130494,6121
126235090,2411
126424746,7126
126528774,6112
126636278,7119
126638961,3221
126706852,6121
126896010,1120
127008792,5414
127045399,7114
127133364,5120
128436756,8343
128610148,9613
128836236,5414
128943398,8322
128953794,9333
129027080,3312
129145091,8341
129160495,7212
129256244,2269
129389497,4323
130016626,7131
156729466,8322
165453988,2149
165456431,6121
165509164,8322
165617460,3341
165648258,9333
165671095,7222
166890098,9321
166964894,5120
168121628,9621
168152741,2433
168454499,3343
168626141,5223
168762393,8332
168962975,1221
168988450,8342
169115746,3341
169204202,5223
169227088,4120
169271907,5223
169272227,1420
169312087,3343
169333254,4222
169334893,2433
169382124,4323
169432430,9321
169490962,5223
169500269,1120
169528627,1213
169750061,9613
169753803,4120
169908991,3341
170056233,1120
170058377,9622
170114252,1213
170120595,2211
170128504,5120
170130308,9613
170171790,5223
170202431,1213
170203075,9112
170227345,4222
170240484,1420
170292884,7112
170360478,3341
170385273,2269
170385352,2411
170423164,8322
170433248,2411
170479546,9333
170489455,9621
170568487,3343
170572277,5412
170614860,4323
170615722,2411
170743799,1213
170747530,2433
170840337,4222
170852068,2522
170890720,6121
170951192,3312
170963840,9622
171053797,4323
171530766,7212
173016079,8343
173083971,9621
173254765,9621
177219101,7223
177417071,7412
177574039,1120
177661080,8343
177854333,8343
177974746,9333
177986143,3123
178053318,8322
178106181,8342
178168946,1323
178176400,2211
178209154,7223
178268691,4222
178928960,6121
179110817,6210
179274771,7222
179336892,6210
179465121,7223
179526443,3123
179846865,8331
179994859,4412
180112448,3123
180248660,5153
180253576,6121
180333037,7131
182285009,5120
182631874,8343
182719902,7233
183233002,2411
183325337,9621
183439697,4132
183529443,1213
183817261,2149
183857703,5223
184123877,9333
187168224,8343
200797872,1221
201010730,8343
201918133,8321
201943589,8322
201953091,4222
202011591,5223
202241974,8342
207983110,7512
209629993,3331
209960594,6221
211344068,8331
212080392,3252
212542444,2269
218633521,2433
218843326,3341
220367317,2433
220379857,9334
237459583,8343
237668486,7212
237793771,8343
237843121,9334
237922588,8342
237955561,8342
238260899,9622
238262025,9622
238416104,8322
238430857,8332
250085404,9621
250406224,1221
250498887,2411
250639620,2522
250642323,3341
250661245,4222
250687973,1213
256684576,9613
256795709,3123
257158065,3221
259378498,2433
259490623,5223
259597510,7114
259623732,7412
260046303,3343
261054572,2269
261218168,6210
267535530,7212
267589352,8332
268455604,8342
271601551,5223
272122205,7212
272803106,7114
272807223,7512
272816934,5223
277596589,5132
277674444,4412
277798818,9622
278102958,2240
278946498,5153
280052938,9613
280481547,3221
282010597,9412
291492948,2433
291519170,5223
291520040,8322
291620781,1219
291759025,4224
291787427,2433
291826345,7412
291884248,4222
291901094,2149
292057839,2149
292204464,2240
292408606,1221
292427986,9621
313123976,4120
315439074,8343
318502932,1219
324562960,9321
324583404,2433
325103184,4323
325974443,7412
326099517,4224
326284429,5223
326902395,9333
327058382,6121
327254418,3343
327262134,8342
327370410,7222
327518758,1219
327710095,9334
327766949,1321
327890039,6210
328070002,7412
328114612,9613
342178557,6111
342903260,7212
349452372,8342
351319148,5131
351573796,8321
351672792,2411
352259881,4222
352384982,8342
352595806,8322
352655396,8342
352681339,9622
354468006,9622
354504887,9622
354535093,9613
354845144,2269
354869981,6121
356032441,5223
356121225,3221
361248326,4323
361767600,3123
361833553,9321
362042180,3123
362094444,5120
362109045,7131
362231124,4222
362359600,3323
363957093,3343
371494013,3341
383900392,5223
384202294,8322
384297602,1213
384328210,8343
384336481,8343
384349567,8342
384356727,5223
384368333,1120
391899107,9622
391926716,5414
391936484,9613
391944180,3334
391950172,9622
391951304,6121
391951346,6222
391984762,5414
391986661,9622
391989588,5414
391995271,5414
392000086,9622
392014537,1219
392015806,3221
392051631,9613
392054650,8182
392074727,1219
392082806,2149
392090474,1420
392100396,3123
392164204,4120
392172459,6222
